"sim.id","1","2","3","4","5","6","7","8","9","10","person.eagerness.man.dist.gamma.a","person.eagerness.man.dist.gamma.b","conception.alpha_base","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.eagerness_diff","formation.hazard.agegapry.gap_factor_man_exp","person.agegap.man.dist.normal.mu","person.agegap.woman.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.woman.dist.normal.sigma","person.eagerness.woman.dist.gamma.a","person.eagerness.woman.dist.gamma.b","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.gap_factor_woman_exp"
16,0.914789521862753,0.112003860279219,0.657913084015017,0.111459564965684,0.0166960900148842,0.39864760430879,0.682479368912755,0.626535095466301,0.575890141943935,0.673934725572821,1.83810009153923,11.1602123153571,-2.02100859836396,-1.34395660904804,-0.0983303909985116,-1.06148763526033,2.72991747565102,2.5061403818652,1.3638352129159,1.51090208835923,1.83810009153923,11.1602123153571,-1.34395660904804,-1.06148763526033
17,0.860617478244705,0.480131408766378,0.190711113204015,0.171048689980526,0.0598672230434604,0.634724712541094,0.528774921713164,0.711138836719794,0.101056479330175,0.800163602085086,1.73517320866494,31.4072274821508,-3.14229332831036,-1.26053183402726,-0.094013277695654,-0.801802816204796,2.11509968685266,2.84455534687918,0.651584718995262,1.70024540312763,1.73517320866494,31.4072274821508,-1.26053183402726,-0.801802816204796
18,0.490503007366322,0.918201484866673,0.507768129043514,0.222082231152803,0.112604597859085,0.996962849025847,0.326229618718149,0.715764425733825,0.377266163980356,0.331361099960282,1.03195571399601,55.501081667667,-2.38135649029557,-1.18908487638608,-0.0887395402140915,-0.403340866071568,1.3049184748726,2.8630577029353,1.06589924597053,0.997041649940424,1.03195571399601,55.501081667667,-1.18908487638608,-0.403340866071568
19,0.0464561494230293,0.0961519987797365,0.283573629584163,0.971282538947416,0.0539277123201173,0.791091824286152,0.663337314251577,0.563004077070625,0.751597064904636,0.00860575686045922,0.188266683903756,10.2883599328855,-2.91942328899801,-0.140204445473617,-0.0946072287679883,-0.629798993285233,2.65334925700631,2.2520163082825,1.62739559735695,0.512908635290689,0.188266683903756,10.2883599328855,-0.140204445473617,-0.629798993285233
20,0.976034665802494,0.425691413625842,0.680916365820682,0.961543804910965,0.993273945062654,0.877452288063476,0.946185450563906,0.598438586637378,0.770276410922641,0.564355826705694,1.95446586502474,28.4130277494213,-1.96580072203036,-0.153838673124649,-0.000672605493734588,-0.534802483130176,3.78474180225562,2.39375434654951,1.65541461638396,1.34653374005854,1.95446586502474,28.4130277494213,-0.153838673124649,-0.534802483130176
21,0.716209638843313,0.934623252567137,0.0171493074421305,0.0718034502186347,0.935737153093563,0.955730709372554,0.792964912702097,0.453211692479905,0.131673728812486,0.784662071245955,1.46079831380229,56.4042788911925,-3.55884166213889,-1.39947516969391,-0.00642628469064366,-0.44869621969019,3.17185965080839,1.81284676991962,0.697510593218729,1.67699310686893,1.46079831380229,56.4042788911925,-1.39947516969391,-0.44869621969019
22,0.280342787279282,0.188796568398131,0.9445561345038,0.708423637392232,0.416333798867883,0.600362915082136,0.912708632815862,0.853862058581552,0.217670257559977,0.531846947581507,0.632651295830635,15.3838112618972,-1.33306527719088,-0.508206907650875,-0.0583666201132117,-0.83960079340965,3.65083453126345,3.41544823432621,0.826505386339966,1.29777042137226,0.632651295830635,15.3838112618972,-0.508206907650875,-0.83960079340965
23,0.776545594800729,0.796166471426841,0.189358159757685,0.805391106743598,0.464965366952121,0.149780548718292,0.566455886541633,0.059415797062451,0.00882834179373458,0.493211996515049,1.57543663012139,48.7891559284762,-3.14554041658156,-0.372452450558962,-0.0535034633047879,-1.33524139640988,2.26582354616653,0.237663188249804,0.513242512690602,1.23981799477257,1.57543663012139,48.7891559284762,-0.372452450558962,-1.33524139640988
24,0.531769484416349,0.233456014466239,0.187889716729056,0.142588293646462,0.552470562694827,0.930039238730213,0.986434068334987,0.511251416493906,0.546645693793194,0.832772564857965,1.11036202039106,17.8400807956432,-3.14906467985027,-1.30037638889495,-0.0447529437305173,-0.476956837396766,3.94573627333995,2.04500566597562,1.31996854068979,1.74915884728695,1.11036202039106,17.8400807956432,-1.30037638889495,-0.476956837396766
25,0.64642876468366,0.682387810748536,0.0140842730365694,0.0883461018041708,0.546374377324944,0.209604245674098,0.231640671938891,0.780732796035009,0.4113995656732,0.434463134006597,1.32821465289895,42.5313295911695,-3.56619774471223,-1.37631545747416,-0.0453625622675056,-1.26943532975849,0.926562687755562,3.12293118414003,1.1170993485098,1.1516947010099,1.32821465289895,42.5313295911695,-1.37631545747416,-1.26943532975849
26,0.809686461671023,0.897605366513133,0.333901629701024,0.372592738572508,0.125641181380954,0.578625295462785,0.298751630436629,0.767506592941238,0.549648162983358,0.867488600254059,1.63840427717494,54.3682951582223,-2.79863608871754,-0.978370165998489,-0.0874358818619046,-0.863512174990936,1.19500652174652,3.07002637176495,1.32447224447504,1.80123290038109,1.63840427717494,54.3682951582223,-0.978370165998489,-0.863512174990936
27,0.801521868988406,0.510389410607982,0.255296161495848,0.726130717843538,0.854924763750751,0.67417390905926,0.328457668403629,0.589359412490157,0.542534004353452,0.0536427948875353,1.62289155107797,33.071417583439,-2.98728921240997,-0.483416995019047,-0.0145075236249249,-0.758408700034814,1.31383067361452,2.35743764996063,1.31380100653018,0.580464192331303,1.62289155107797,33.071417583439,-0.483416995019047,-0.758408700034814
28,0.863796536368318,0.29908433290245,0.300895828078967,0.392715770679992,0.976729309995193,0.93338973627286,0.753537059465889,0.231162753913086,0.791626960556023,0.48619942989992,1.7412134190998,21.4496383096348,-2.87785001261048,-0.950197921048012,-0.0023270690004807,-0.473271290099853,3.01414823786356,0.924651015652344,1.68744044083403,1.22929914484988,1.7412134190998,21.4496383096348,-0.950197921048012,-0.473271290099853
29,0.583903052028269,0.457452122534858,0.49360827838257,0.779720694161952,0.00202863454073668,0.121829488683026,0.311244245552924,0.437829604300903,0.772885919699678,0.09916826074454,1.20941579885371,30.1598667394172,-2.41534013188183,-0.408391028173268,-0.0997971365459263,-1.36598756244867,1.24497698221169,1.75131841720361,1.65932887954952,0.64875239111681,1.20941579885371,30.1598667394172,-0.408391028173268,-1.36598756244867
30,0.13243245716393,0.384707242103061,0.937820449773222,0.303060640484095,0.457154635634506,0.453567461665254,0.373978366596624,0.361642053269781,0.924247843193589,0.0758420602593105,0.351621668611467,26.1588983156683,-1.34923092054427,-1.07571510332227,-0.0542845364365494,-1.00107579216822,1.4959134663865,1.44656821307912,1.88637176479038,0.613763090388966,0.351621668611467,26.1588983156683,-1.07571510332227,-1.00107579216822
31,0.82533194047329,0.156892278899904,0.404905861876206,0.256621670444962,0.194598557606572,0.255015455754008,0.388854641118553,0.0468882548026741,0.933567759429337,0.760127880975371,1.66813068689925,13.6290753394947,-2.6282259314971,-1.14072966137705,-0.0805401442393428,-1.21948299867059,1.55541856447421,0.187553019210696,1.90035163914401,1.64019182146306,1.66813068689925,13.6290753394947,-1.14072966137705,-1.21948299867059
32,0.855917114556069,0.696080859149108,0.15488361977064,0.432257706543664,0.0860339207374491,0.810784110329812,0.0466399682625197,0.968482490853174,0.886981974597555,0.912297452977626,1.72624251765653,43.2844472532009,-3.22827931255046,-0.894839210838871,-0.0913966079262551,-0.608137478637206,0.186559873050079,3.87392996341269,1.83047296189633,1.86844617946644,1.72624251765653,43.2844472532009,-0.894839210838871,-0.608137478637206
33,0.897209279712755,0.739061667322181,0.623432310114382,0.852550524686696,0.282477686499944,0.956758476423332,0.785777455214877,0.102987214427907,0.648988576581236,0.116060514229583,1.80469763145423,45.64839170272,-2.10376245572548,-0.306429265438626,-0.0717522313500056,-0.447565675934334,3.14310982085951,0.411948857711628,1.47348286487185,0.674090771344374,1.80469763145423,45.64839170272,-0.306429265438626,-0.447565675934334
34,0.923812734744744,0.0771776986813638,0.130319292689674,0.5046153525759,0.0747837363551371,0.38231177923223,0.843436518014409,0.528016769383801,0.495623556985287,0.136241054691141,1.85524419601501,9.24477342747501,-3.28723369754478,-0.79353850639374,-0.0925216263644863,-1.07945704284455,3.37374607205763,2.1120670775352,1.24343533547793,0.704361582036712,1.85524419601501,9.24477342747501,-0.79353850639374,-1.07945704284455
35,0.84630071281828,0.219413871790981,0.134926045051543,0.577300927806878,0.850060657269089,0.809806589150103,0.0620128566618077,0.260236845302628,0.0469080104578752,0.986871661365498,1.70797135435473,17.067762948504,-3.2761774918763,-0.69177870107037,-0.0149939342730911,-0.609212751934887,0.248051426647231,1.04094738121051,0.570362015686813,1.98030749204825,1.70797135435473,17.067762948504,-0.69177870107037,-0.609212751934887
36,0.440572182454402,0.294135767400498,0.0932100913915783,0.766284465322737,0.267946361165028,0.774707121997373,0.852543711971957,0.797563070097938,0.949164497707738,0.150582862455165,0.937087146663363,21.1774672070274,-3.37629578066021,-0.427201748548169,-0.0732053638834972,-0.64782216580289,3.41017484788783,3.19025228039175,1.92374674656161,0.725874293682747,0.937087146663363,21.1774672070274,-0.427201748548169,-0.64782216580289
37,0.739386782174697,0.0831202256805263,0.388950242917053,0.327754918427905,0.371525274250424,0.0219446441545151,0.0636527646423783,0.254283736674348,0.371621472655097,0.295949753665831,1.50483488613192,9.57161241242895,-2.66651941699907,-1.04114311420093,-0.0628474725749577,-1.47586089143003,0.254611058569513,1.01713494669739,1.05743220898265,0.943924630498746,1.50483488613192,9.57161241242895,-1.04114311420093,-1.47586089143003
38,0.909279481674545,0.602426128140651,0.567173239984084,0.580831861260813,0.0579253862618934,0.713100993441651,0.0527926820197608,0.262009309025248,0.565828096878249,0.756776173950173,1.82763101518163,38.1334370477358,-2.2387842240382,-0.686835394234862,-0.0942074613738107,-0.715588907214184,0.211170728079043,1.04803723610099,1.34874214531737,1.63516426092526,1.82763101518163,38.1334370477358,-0.686835394234862,-0.715588907214184
39,0.535260042867623,0.861651983585674,0.656844587257598,0.793129071018193,0.0407512630582787,0.000818795769009739,0.611222500121919,0.273471298916731,0.0392600944729056,0.868479774875566,1.11699408144848,52.3908590972121,-2.02357299058177,-0.38961930057453,-0.0959248736941721,-1.49909932465409,2.44489000048768,1.09388519566692,0.558890141709358,1.80271966231335,1.11699408144848,52.3908590972121,-0.38961930057453,-1.49909932465409
40,0.789959383608773,0.639460969334235,0.815556953181513,0.825866795856506,0.171872944886331,0.822063706681365,0.718486684294185,0.281093530793441,0.258524063731311,0.930691351611167,1.60092282885667,40.170353313383,-1.64266331236437,-0.343786485800892,-0.0828127055113669,-0.595729922650498,2.87394673717674,1.12437412317377,0.887786095596966,1.89603702741675,1.60092282885667,40.170353313383,-0.343786485800892,-0.595729922650498
41,0.22763413258479,0.363488629336469,0.223521210233448,0.130071079232264,0.937578260059934,0.761008637963329,0.121436372129014,0.701072073184419,0.167230492972769,0.405162280044053,0.532504851911101,24.9918746135058,-3.06354909543972,-1.31790048907483,-0.00624217399400659,-0.662890498240339,0.485745488516055,2.80428829273768,0.750845739459153,1.10774342006608,0.532504851911101,24.9918746135058,-1.31790048907483,-0.662890498240339
42,0.284081877256976,0.234747082708869,0.816076109167421,0.164869308399502,0.372895715566818,0.675587930666283,0.286411490516737,0.2045490063529,0.391599416974233,0.432099787868327,0.639755566788255,17.9110895489878,-1.64141733799819,-1.2691829682407,-0.0627104284433182,-0.756853276267089,1.14564596206695,0.818196025411598,1.08739912546135,1.14814968180249,0.639755566788255,17.9110895489878,-1.2691829682407,-0.756853276267089
43,0.557926206240663,0.755233818979934,0.241839688200736,0.830071812492795,0.383592614009744,0.216365623241058,0.354917080977932,0.0651293916795403,0.201915869722841,0.489148451467277,1.16005979185726,46.5378600438964,-3.01958474831823,-0.337899462510087,-0.0616407385990256,-1.26199781443484,1.41966832391173,0.260517566718161,0.802873804584262,1.23372267720092,1.16005979185726,46.5378600438964,-0.337899462510087,-1.26199781443484
44,0.298890942530474,0.945383908184245,0.483207873229636,0.46115585009451,0.0544142185372766,0.0502112896083854,0.693553836454172,0.658965226403205,0.457456687884638,0.753917633473175,0.6678927908079,56.9961149501335,-2.44030110424887,-0.854381809867686,-0.0945585781462723,-1.44476758143078,2.77421534581669,2.63586090561282,1.18618503182696,1.63087645020976,0.6678927908079,56.9961149501335,-0.854381809867686,-1.44476758143078
45,0.73391208501067,0.242699358335929,0.325048679853789,0.231172436080407,0.844082036948064,0.0320162336674985,0.923539208886446,0.176679364894051,0.347693902697181,0.605595254646614,1.49443296152027,18.3484647084761,-2.81988316835091,-1.17635858948743,-0.0155917963051936,-1.46478214296575,3.69415683554579,0.706717459576204,1.02154085404577,1.40839288196992,1.49443296152027,18.3484647084761,-1.17635858948743,-1.46478214296575
46,0.85271849856223,0.481219243459404,0.0104601379490923,0.477271790033905,0.658423943419475,0.645054051753366,0.930119656287366,0.252164476043312,0.157386584018823,0.449491250320338,1.72016514726824,31.4670583902672,-3.57489566892218,-0.831819493952533,-0.0341576056580525,-0.790440543071297,3.72047862514947,1.00865790417325,0.736079876028234,1.17423687548051,1.72016514726824,31.4670583902672,-0.831819493952533,-0.790440543071297
47,0.729682527713245,0.328187651512446,0.123556453950936,0.0409551015291363,0.957624686713796,0.0638751112264581,0.215736880052835,0.269698392443825,0.985583248133305,0.428936118809273,1.48639680265517,23.0503208331845,-3.30346451051775,-1.44266285785921,-0.0042375313286204,-1.4297373776509,0.862947520211339,1.0787935697753,1.97837487219996,1.14340417821391,1.48639680265517,23.0503208331845,-1.44266285785921,-1.4297373776509
48,0.437555186460493,0.217519264420029,0.971532180686947,0.394769051409559,0.293037752326112,0.193849630401004,0.00861857827450149,0.270737506370991,0.664203507991042,0.33355712501239,0.931354854274937,16.9635595431016,-1.26832276635133,-0.947323328026617,-0.0706962247673888,-1.2867654065589,0.034474313098006,1.08295002548397,1.49630526198656,1.00033568751859,0.931354854274937,16.9635595431016,-0.947323328026617,-1.2867654065589
49,0.942401709435741,0.0054354805436451,0.478250418341951,0.443397768066497,0.279803744586185,0.318708818614716,0.936291248218622,0.879241099038161,0.816915983830346,0.565133333046688,1.89056324792791,5.29895142990048,-2.45219899597932,-0.879243124706904,-0.0720196255413815,-1.14942029952381,3.74516499287449,3.51696439615265,1.72537397574552,1.34769999957003,1.89056324792791,5.29895142990048,-0.879243124706904,-1.14942029952381
50,0.454863837790443,0.179718646967085,0.238468404496321,0.353771647509187,0.228922772634542,0.605762520253658,0.436497078708373,0.161627719978802,0.902705392778618,0.494617225622293,0.964241291801841,14.8845255831897,-3.02767582920883,-1.00471969348714,-0.0771077227365458,-0.833661227720976,1.74598831483349,0.646510879915208,1.85405808916793,1.24192583843344,0.964241291801841,14.8845255831897,-1.00471969348714,-0.833661227720976
51,0.499074413948692,0.618966095267329,0.47307466592011,0.932552734829485,0.52538186963601,0.73651389094023,0.507735725066857,0.172646499238675,0.273522561656544,0.0885697402642109,1.04824138650252,39.0431352397031,-2.46462080179173,-0.194426171238721,-0.047461813036399,-0.689834719965747,2.03094290026743,0.690585996954702,0.910283842484816,0.632854610396316,1.04824138650252,39.0431352397031,-0.194426171238721,-0.689834719965747
52,0.619283284485806,0.634427280725213,0.396245230185566,0.747573255311232,0.335329571664566,0.989289985921467,0.547915837387787,0.524193212814163,0.197481959511992,0.734342612416018,1.27663824052303,39.8935004398867,-2.64901144755464,-0.453397442564275,-0.0664670428335434,-0.411781015486387,2.19166334955115,2.09677285125665,0.796222939267987,1.60151391862403,1.27663824052303,39.8935004398867,-0.453397442564275,-0.411781015486387
53,0.791162637435366,0.563960429887753,0.985797330605099,0.101588256199146,0.617001359758433,0.606101478858851,0.565316759106936,0.295806578339543,0.952227352208691,0.424652696267702,1.60320901112719,36.0178236438264,-1.23408640654776,-1.3577764413212,-0.0382998640241567,-0.833288373255264,2.26126703642774,1.18322631335817,1.92834102831304,1.13697904440155,1.60320901112719,36.0178236438264,-1.3577764413212,-0.833288373255264
54,0.662763896584511,0.734385235305643,0.65313690834213,0.924773639038438,0.102410452253185,0.55887353864871,0.312195286899805,0.512023998722434,0.330723318740726,0.684385135364719,1.35925140351057,45.3911879418104,-2.03247141997889,-0.205316905346187,-0.0897589547746815,-0.885239107486419,1.24878114759922,2.04809599488974,0.996084978111088,1.52657770304708,1.35925140351057,45.3911879418104,-0.205316905346187,-0.885239107486419
55,0.0911163757168688,0.199988398658577,0.0756012581251562,0.393921010874212,0.233548867795849,0.211336341251852,0.383600298843579,0.950488658461021,0.0563552862084471,0.0789857814442366,0.273121113862051,15.9993619262218,-3.41855698049963,-0.948510584776104,-0.0766451132204151,-1.26753002462296,1.53440119537432,3.80195463384409,0.584532929312671,0.618478672166355,0.273121113862051,15.9993619262218,-0.948510584776104,-1.26753002462296
56,0.90616747182142,0.0501428089318797,0.024865332149202,0.020665635521058,0.37356996578048,0.68235971477814,0.759192816987168,0.865030562449247,0.0310946282858495,0.259155826785136,1.8217181964607,7.75785449125338,-3.54032320284192,-1.47106811027052,-0.062643003421952,-0.749404313744046,3.03677126794867,3.46012224979699,0.546641942428774,0.888733740177704,1.8217181964607,7.75785449125338,-1.47106811027052,-0.749404313744046
57,0.00947588352137245,0.601679544979939,0.401246176835615,0.262398256237153,0.609009096127935,0.750381875133608,0.972718824382173,0.0343440602286719,0.777578696210403,0.183413644516608,0.118004178690608,38.0923749738967,-2.63700917559452,-1.13264244126799,-0.0390990903872065,-0.674579937353032,3.89087529752869,0.137376240914688,1.6663680443156,0.775120466774912,0.118004178690608,38.0923749738967,-1.13264244126799,-0.674579937353032
58,0.90500578844198,0.54254124253639,0.700121520839864,0.877965552881593,0.954934536032146,0.524776470924728,0.928211265565362,0.119710441079922,0.0601992584383115,0.22752763070818,1.81951099803976,34.8397683395015,-1.91970834998433,-0.27084822596577,-0.00450654639678541,-0.9227458819828,3.71284506226145,0.478841764319688,0.590298887657467,0.84129144606227,1.81951099803976,34.8397683395015,-0.27084822596577,-0.9227458819828
59,0.270974413290387,0.636167887913762,0.152493873836473,0.371323410149664,0.278209450918483,0.658872912468156,0.542274643610464,0.0303779477458447,0.406260497726966,0.323960745973978,0.614851385251735,39.9892338352569,-3.23401470279247,-0.980147225790471,-0.0721790549081517,-0.775239796285028,2.16909857444186,0.121511790983379,1.10939074659045,0.985941118960967,0.614851385251735,39.9892338352569,-0.980147225790471,-0.775239796285028
60,0.864114147758577,0.407457595034502,0.959675143982749,0.908902961824089,0.271079950870015,0.891347475746181,0.706440312277991,0.748095493523404,0.123356709799031,0.83667466710601,1.7418168807413,27.4101677268976,-1.2967796544414,-0.227535853446275,-0.0728920049129985,-0.519517776679201,2.82576124911197,2.99238197409362,0.685035064698546,1.75501200065902,1.7418168807413,27.4101677268976,-0.227535853446275,-0.519517776679201
61,0.351080774308881,0.813358359515667,0.420196181016508,0.349606744410237,0.43019614417688,0.505793941866141,0.58431818490196,0.421909559854073,0.315581059324555,0.84658763512969,0.767053471186874,49.7347097733617,-2.59152916556038,-1.01055055782567,-0.056980385582312,-0.943626663947245,2.33727273960784,1.68763823941629,0.973371588986833,1.76988145269454,0.767053471186874,49.7347097733617,-1.01055055782567,-0.943626663947245
62,0.166322919440921,0.290519077900797,0.759681364468765,0.665927300525829,0.944503600973636,0.139712436310248,0.147173251794418,0.686000270775054,0.617894577697385,0.179949347104179,0.416013546937751,20.9785492845438,-1.77676472527496,-0.567701779263839,-0.00554963990263641,-1.34631632005873,0.588693007177673,2.74400108310021,1.42684186654608,0.769924020656268,0.416013546937751,20.9785492845438,-0.567701779263839,-1.34631632005873
63,0.266118785094935,0.651108580239117,0.560030590736307,0.767002076509874,0.545871208557626,0.794143878388219,0.105394696319941,0.837381231036503,0.987900575161912,0.170745691604912,0.605625691680377,40.8109719131514,-2.25592658223286,-0.426197092886176,-0.0454128791442374,-0.62644173377296,0.421578785279766,3.34952492414601,1.98185086274287,0.756118537407368,0.605625691680377,40.8109719131514,-0.426197092886176,-0.62644173377296
64,0.637985772469081,0.699294021699578,0.869463048157981,0.352031721183797,0.432291262989165,0.188070056691067,0.527590446974151,0.855612572425976,0.81139638984506,0.264231986945728,1.31217296769125,43.4611711934768,-1.51328868442085,-1.00715559034268,-0.0567708737010835,-1.29312293763983,2.1103617878966,3.42245028970391,1.71709458476759,0.896347980418592,1.31217296769125,43.4611711934768,-1.00715559034268,-1.29312293763983
65,0.459404147643829,0.268069295339752,0.75377067117556,0.933658329501981,0.0737598523464985,0.716574085785542,0.744463745671324,0.842543732291786,0.248060715482337,0.87577067441633,0.972867880523275,19.7438112436864,-1.79095038917866,-0.192878338697227,-0.0926240147653501,-0.711768505635904,2.9778549826853,3.37017492916714,0.872091073223506,1.81365601162449,0.972867880523275,19.7438112436864,-0.192878338697227,-0.711768505635904
66,0.891241781906458,0.73100623843167,0.400319730767515,0.535907004907262,0.256256831068778,0.175353546927217,0.552757585241692,0.907891443273518,0.976462333557429,0.666774601774057,1.79335938562227,45.2053431137418,-2.63923264615797,-0.749730193129834,-0.0743743168931222,-1.30711109838006,2.21103034096677,3.63156577309407,1.96469350033614,1.50016190266109,1.79335938562227,45.2053431137418,-0.749730193129834,-1.30711109838006
