"sim.id","xdesign1","xdesign2","xdesign3","xdesign4","xdesign5","xdesign6","xdesign7","xdesign8","xdesign9","xdesign10","xdesign11","xdesign12","xdesign13","xdesign14","xdesign15","conception.alpha_base","person.art.accept.threshold.dist.fixed.value","person.eagerness.man.dist.gamma.a","person.eagerness.man.dist.gamma.b","person.eagerness.woman.dist.gamma.a","person.eagerness.woman.dist.gamma.b","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.eagerness_diff","formation.hazard.agegapry.gap_factor_man_exp","formation.hazard.agegapry.gap_factor_woman_exp","person.agegap.man.dist.normal.mu","person.agegap.woman.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.woman.dist.normal.sigma"
11,0.341498263405636,0.503054428731091,0.544814774581697,0.693953605296246,0.545795388741574,0.770911545678042,0.0399074640374941,0.515124923193983,0.192229944624938,0.747317963430813,0.303115799159743,0.686787199866647,0.96243326468595,0.716584279683108,0.811301189159198,-2.51700347318873,0.651527214365546,1.30825920695621,50.8186081588874,1.30953400536405,53.1273463703413,-1.44412955034751,-0.778825107528424,-0.0484662033225037,-0.677950240226105,-1.16657262092428,4.74714879946659,5.8497330587438,1.71658427968311,1.8113011891592
12,0.598862204333923,0.084608650829643,0.316050680715746,0.662337827702674,0.353107762309723,0.30863140353281,0.864487174896213,0.183022126095369,0.631201054702358,0.370909744260988,0.733241142738921,0.425193607052167,0.179665781459926,0.179160420892605,0.0382782224331362,-2.00227559133215,0.442304325414822,1.01086588493047,49.8701348310802,1.05904009100264,39.2589421059843,-0.289717955145302,-1.24376902346648,-0.0221279367178585,-1.09199928131291,-0.693434742987187,3.70077442820867,2.71866312583971,1.1791604208926,1.03827822243314
13,0.639567100150045,0.244309004515875,0.389509523576591,0.473458431553096,0.873655557971603,0.488068333865454,0.0406477037644945,0.37672245917997,0.220283288746141,0.00335573558850835,0.597054225762996,0.781361885635958,0.458553088281769,0.491066054554501,0.120913668516402,-1.92086579969991,0.522154502257938,1.10636238064957,44.2037529465929,1.73575222536308,44.6420500159636,-1.44309321472971,-0.972588557148042,-0.0467830026752315,-1.49630869085264,-0.843240351660705,5.12544754254383,3.83421235312708,1.4910660545545,1.1209136685164
14,0.741960239303919,0.13764438042619,0.530863739697883,0.00601124392077327,0.949979001438556,0.393024502752659,0.31118338439893,0.27362084937344,0.00296304933230082,0.0508923907037824,0.475832906157089,0.9475054565204,0.880329893149901,0.225403605473538,0.245387969867171,-1.71607952139216,0.468822190213095,1.29012286160725,30.1803373176232,1.83497270187012,41.7907350825798,-1.0643432618415,-1.11693081087718,-0.059822217040062,-1.44401837022584,-0.976583803227202,5.7900218260816,5.52131957259961,1.22540360547354,1.24538796986717
15,0.368184814481841,0.418215171746444,0.36017671889253,0.732320979262236,0.016765945076632,0.423387761875056,0.306639874057379,0.972099721535885,0.780960125481244,0.556607050723707,0.832451423329146,0.196609858706594,0.264801982492364,0.937423902178804,0.703289646337585,-2.46363037103632,0.609107585873222,1.06822973456029,51.9696293778671,0.621795728599622,42.7016328562517,-1.07070417631967,-0.139060389849761,-0.0131423924711253,-0.887732244203923,-0.584303434337939,2.78643943482637,3.05920792996946,1.9374239021788,1.70328964633759
16,0.272236855886877,0.413847887042444,0.0246679797496957,0.551084897283309,0.610381960004568,0.64552595656629,0.32525748755907,0.425795575712652,0.428006655249589,0.647219354500994,0.851779878186683,0.127265012269995,0.652115045688425,0.714219175522216,0.698848550450212,-2.65552628822625,0.606923943521222,0.632068373674604,46.5325469184993,1.39349654800594,49.3657786969887,-1.0446395174173,-0.903886194002287,-0.0343196006850246,-0.788058710048906,-0.563042133994649,2.50906004907998,4.6084601827537,1.71421917552222,1.69884855045021
17,0.583795853702972,0.349143207194749,0.344202942306176,0.908772882053629,0.27150894534355,0.0937749096605306,0.656905374406992,0.492676704975155,0.626665811150024,0.130712896141379,0.68987899643012,0.358152696775583,0.573733972734461,0.451763474142955,0.263350371736257,-2.03240829259406,0.574571603597375,1.04746382499803,57.2631864616089,0.952961628946615,32.8132472898159,-0.580332475830211,-0.810252613034782,-0.0224000513309985,-1.35621581424448,-0.741133103926868,3.43261078710233,4.29493589093785,1.45176347414296,1.26335037173626
18,0.458670674527374,0.606412006045226,0.579048644369468,0.44584429304162,0.603119283293374,0.636086422901911,0.106412823366467,0.48760773288055,0.439120496053249,0.218748312713734,0.432286751349301,0.787821783531147,0.245459180350105,0.492998926564741,0.555855164247875,-2.28265865094525,0.703206003022613,1.35276323768031,43.3753287912486,1.38405506828139,49.0825926870573,-1.35102204728695,-0.81734917396723,-0.0336527702368051,-1.25937685601489,-1.02448457351577,5.15128713412459,2.98183672140042,1.49299892656474,1.55585516424788
19,0.986807056084586,0.379381412894155,0.269837966448783,0.0100927124886463,0.430708861699173,0.603332898795605,0.791525794143789,0.937202994305175,0.082524848261072,0.228824412356907,0.729422321377012,0.169491909962147,0.720611862033916,0.91602478893334,0.779919075039215,-1.22638588783083,0.589690706447077,0.950789356383417,30.3027813746594,1.15992152020892,48.0999869638681,-0.391863888198696,-0.187915807972755,-0.0550485091043357,-1.2482931464074,-0.697635446485287,2.67796763984859,4.88244744813566,1.91602478893334,1.77991907503922
20,0.0768381805938358,0.279320099354566,0.0745392436355663,0.477229320265353,0.287273841984725,0.584449004549844,0.414368906168267,0.788826463257273,0.968812198523122,0.181487239751033,0.979405088458986,0.068525523146304,0.3115211615044,0.979810485880356,0.712482427623278,-3.04632363881233,0.539660049677283,0.696901016726236,44.3168796079606,0.973455994580143,47.5334701364953,-0.919883531364426,-0.395642951439818,-0.0018712680886127,-1.30036403627386,-0.422654402695115,2.27410209258522,3.2460846460176,1.97981048588036,1.71248242762328
21,0.595972660232956,0.289484303193788,0.114056640552512,0.928788704133437,0.50044403437494,0.563567907715682,0.0428407528344542,0.11826739755335,0.147890883371855,0.0581411426003712,0.0511585591694651,0.924030787928806,0.7177878510283,0.587794135445729,0.651065280190824,-2.00805467953409,0.544742151596894,0.748273632718266,57.8636611240031,1.25057724468742,46.9070372314705,-1.44002294603176,-1.33442564342531,-0.0511265469976887,-1.43604474313959,-1.44372558491359,5.69612315171522,4.8711514041132,1.58779413544573,1.65106528019082
22,0.0178867921540514,0.727453152419223,0.148352014338598,0.0272752296738327,0.900474887399934,0.0841757422445032,0.0336461822592343,0.486070710113893,0.944199308004696,0.92072564414811,0.0206636486326655,0.552175286438782,0.640931567901901,0.6931252629105,0.832729842766654,-3.1642264156919,0.763726576209612,0.792857618640177,30.818256890215,1.77061735361991,32.5252722673351,-1.45289534483707,-0.81950100584055,-0.00334804151971825,-0.487201791437079,-1.47726998650407,4.20870114575513,4.5637262716076,1.6931252629105,1.83272984276665
23,0.730769862876895,0.574258002854884,0.647918306251677,0.598702111940986,0.162574905577426,0.141302582230419,0.449214255337448,0.549790167719747,0.975894824909046,0.83379586871434,0.929767209494176,0.219100423001219,0.932491995106296,0.248901385467655,0.738365208448221,-1.73846027424621,0.687129001427442,1.44229379812718,47.9610633582296,0.811347377250654,34.2390774669126,-0.871100042527573,-0.730293765192355,-0.00144631050545722,-0.582824544414226,-0.477256069556406,2.87640169200487,5.72996798042518,1.24890138546765,1.73836520844822
24,0.950424049536387,0.902006576117594,0.640986224566276,0.756648454507968,0.342226881589741,0.717187065345235,0.813048563269433,0.453683414340485,0.378999357192156,0.97336780775385,0.0296289304344294,0.954376407839047,0.917769655796699,0.0827165683684871,0.32300823726831,-1.29915190092723,0.851003288058797,1.43328209193616,52.699453635239,1.04489494606666,51.515611960357,-0.361732011422794,-0.864843219923321,-0.0372600385684706,-0.429295411470765,-1.46740817652213,5.81750563135619,5.6710786231868,1.08271656836849,1.32300823726831
25,0.514896792709362,0.85053146149482,0.0479561057818743,0.997567911742255,0.455179318390631,0.143884042904402,0.860793736706333,0.203172770848808,0.222248934395146,0.139184801042856,0.970278855640596,0.876914883284209,0.239912516781905,0.63973990649047,0.67808623756251,-2.17020641458128,0.82526573074741,0.662342937516437,59.9270373522677,1.19173311390782,34.3165212871321,-0.294888768611134,-1.21555812081167,-0.0466650639362913,-1.34689671885286,-0.432693258795344,5.50765953313683,2.95965006712762,1.63973990649047,1.67808623756251
26,0.792232412539267,0.60416727774792,0.472418935311648,0.139680719588883,0.352390580614873,0.400707746537713,0.533812988481795,0.707939743387358,0.116441294266221,0.120502743303931,0.08126688230612,0.682096332160601,0.388640379984242,0.521800005347158,0.985693029527552,-1.61553517492147,0.70208363887396,1.21414461590514,34.1904215876665,1.05810775479934,42.0212323961314,-0.752661816125487,-0.508884359257699,-0.0530135223440267,-1.36744698236568,-1.41060642946327,4.7283853286424,3.55456151993697,1.52180000534716,1.98569302952755
27,0.60934113719811,0.771532734266017,0.537043314055074,0.86083604018235,0.217638167687381,0.0425743999176969,0.221332607554737,0.879066281484906,0.789541199005209,0.158675211408176,0.629778612196445,0.355506889484047,0.921274502028556,0.0330069066133971,0.830506950213419,-1.98131772560378,0.785766367133008,1.2981563082716,55.8250812054705,0.882929617993596,31.2772319975309,-1.19013434942337,-0.269307205921132,-0.0126275280596875,-1.32545726745101,-0.80724352658391,3.42202755793619,5.68509800811422,1.0330069066134,1.83050695021342
28,0.822478482240966,0.460092060813836,0.793123717626867,0.918084088092825,0.968954499715939,0.0659537422270514,0.00599746697287386,0.435194903773411,0.109142913946416,0.748843368551228,0.668956264630736,0.508354076135128,0.928595700001034,0.0393711073727657,0.334293876093967,-1.55504303551807,0.630046030406918,1.63106083291493,57.5425226427847,1.85964084963072,31.9786122668115,-1.49160354623798,-0.890727134717225,-0.053451425163215,-0.676272294593649,-0.76414810890619,4.03341630454051,5.71438280000413,1.03937110737277,1.33429387609397
29,0.866376828400418,0.197355618513034,0.843713412140651,0.0550316356283923,0.442015535280419,0.584796501790484,0.376508959852469,0.24079481157707,0.339615651153959,0.142985041083302,0.3236524681421,0.0417185176953984,0.923519465925172,0.789273524657823,0.438362668111299,-1.46724634319916,0.498677809256517,1.69682743578285,31.6509490688518,1.17462019586454,47.5438950537145,-0.972887456206543,-1.1628872637921,-0.0396230609307624,-1.34271645480837,-1.14398228504369,2.16687407078159,5.69407786370069,1.78927352465782,1.4383626681113
30,0.573810648626182,0.671771034526018,0.0948629260988285,0.970157253770623,0.63084380777413,0.834657749505248,0.522939925135734,0.994547120114944,0.743272153641718,0.503485855478172,0.176161899191483,0.568656506411731,0.870775981232834,0.355457299487665,0.941794104431601,-2.05237870274764,0.735885517263009,0.723321803928477,59.1047176131187,1.42009695010637,55.0397324851574,-0.767884104809972,-0.107634031839079,-0.0154036707814969,-0.94616555897401,-1.30622191088937,4.27462602564693,5.48310392493134,1.35545729948767,1.9417941044316
31,0.971886292998679,0.121901546059332,0.0590741015365347,0.733703423138242,0.528460244940904,0.84681700729377,0.354438043006541,0.76694373154128,0.605941560049231,0.133892615942595,0.0745863004292672,0.832861117678384,0.371660267908281,0.496697331933305,0.02646617192061,-1.25622741400264,0.460950773029666,0.676796331997495,52.0111026941473,1.28699831842318,55.4045102188131,-1.00378673979084,-0.426278775842208,-0.0236435063970461,-1.35271812246315,-1.41795506952781,5.33144447071354,3.48664107163313,1.4966973319333,1.02646617192061
32,0.327126981695493,0.264850769455079,0.677774028430227,0.433277761629938,0.608311475760769,0.421078866956135,0.739332748133223,0.0464710913354841,0.793679804448194,0.625278383470606,0.592322654993118,0.216485950227827,0.989886756896817,0.759136067581984,0.676714661966699,-2.54574603660901,0.53242538472754,1.4811062369593,42.9983328488981,1.390804918489,42.632366008684,-0.464934152613487,-1.43494047213032,-0.0123792117331084,-0.812193778182333,-0.84844507950757,2.86594380091131,5.95954702758727,1.75913606758198,1.6767146619667
33,0.0310144944726489,0.522201093591439,0.248230882914116,0.95391227116917,0.377989540423577,0.478291577677863,0.842380572315461,0.412915691504565,0.639834181460397,0.017721756564298,0.201153924008831,0.0365542062022723,0.737051131947587,0.711352740154136,0.817066892980908,-3.1379710110547,0.66110054679572,0.922700147788351,58.6173681350751,1.09138640255065,44.3487473303359,-0.320667198758355,-0.921918031893609,-0.0216099491123762,-1.48050606777927,-1.27873068359029,2.14621682480909,4.94820452779035,1.71135274015414,1.81706689298091
34,0.651091608923239,0.787100690836863,0.484091731397125,0.328977490162477,0.706246104142318,0.235908630644903,0.329129036794261,0.837867755171998,0.202233072417167,0.248470321590857,0.742504849372432,0.794253415067835,0.570199508284995,0.875404608508262,0.67046666035646,-1.89781678215352,0.793550345418432,1.22931925081626,39.8693247048743,1.51811993538501,37.0772589193471,-1.03921934848803,-0.326985142759203,-0.04786601565497,-1.22668264625006,-0.683244665690325,5.17701366027134,4.28079803313998,1.87540460850826,1.67046666035646
35,0.922732655263816,0.00723596360394731,0.261735536591616,0.290394945454629,0.657664283661017,0.338984934112678,0.745326220910375,0.0408310021162033,0.44003453665087,0.805129055819785,0.926779651360741,0.85441924021362,0.331158908379575,0.0480555240260437,0.881585595072868,-1.35453468947237,0.403617981801974,0.9402561975691,38.7118483636389,1.45496356875932,40.1695480233803,-0.456543290725475,-1.44283659703732,-0.0335979278009478,-0.614358038598237,-0.480542383503184,5.41767696085448,3.3246356335183,1.04805552402604,1.88158559507287
36,0.771160423405779,0.344836693432182,0.706363857472936,0.473313993580174,0.154418847013265,0.697928735310988,0.555126876194341,0.564218936620435,0.00866900127287954,0.918926859493523,0.660355553627014,0.276057912953508,0.515547890842271,0.79898643770162,0.244603112821157,-1.65767915318844,0.572418346716091,1.51827301471482,44.1994198074052,0.800744501117244,50.9378620593296,-0.722822373327923,-0.710093488731391,-0.0594798599236272,-0.489180454557125,-0.773608891010284,3.10423165181403,4.06219156336909,1.79898643770162,1.24460311282116
37,0.718054403937732,0.131275550958856,0.741391699214932,0.719199143188074,0.199096876357216,0.607476400797566,0.9650217259385,0.148559470051589,0.372655011282923,0.0483656696078057,0.89999865612279,0.110451548596844,0.618682871487768,0.281467478778679,0.203837723643209,-1.76389119212454,0.465637775479428,1.56380920897941,51.5759742956422,0.858825939264381,48.224292023927,-0.1489695836861,-1.29201674192778,-0.0376406993230246,-1.44679776343141,-0.510001478264931,2.44180619438738,4.47473148595107,1.28146747877868,1.20383772364321
38,0.477341922144406,0.159530062583896,0.702631824841723,0.782811774153728,0.218833386357718,0.00751660383120179,0.805118582025791,0.60804583348784,0.0416218227397961,0.908840883669754,0.550741922942766,0.226918859241996,0.61935736959381,0.533656929474014,0.346555488727366,-2.24531615571119,0.479765031291948,1.51342137229424,53.4843532246118,0.884483402265034,30.2254981149361,-0.372833985163892,-0.648735833117024,-0.0575026906356122,-0.500275027963271,-0.894183884762957,2.90767543696798,4.47742947837524,1.53365692947401,1.34655548872737
39,0.186852978039067,0.963014860075278,0.519829089365124,0.0351461023966161,0.820812646645432,0.18714367218952,0.289878558077229,0.194094132904584,0.221636836543214,0.113493396942349,0.442595672551853,0.36922269384951,0.714830235482504,0.467667349201782,0.298563936432824,-2.82629404392187,0.881507430037639,1.27577781617466,31.0543830718985,1.66705644063906,35.6143101656856,-1.09417001869188,-1.22826821393358,-0.0467017898074072,-1.37515726336342,-1.01314476019296,3.47689077539804,4.85932094193002,1.46766734920178,1.29856393643282
40,0.517532116404424,0.459474632366871,0.202063660560641,0.0311778151666125,0.502526559823814,0.178043634743119,0.848569688374798,0.150790218707019,0.993617730940226,0.886842890062525,0.306805068880009,0.0590817272888186,0.16439960187301,0.603436517745877,0.399527413116613,-2.16493576719115,0.629737316183435,0.862682758728834,30.9353344549984,1.25328452777096,35.3413090422936,-0.312002436275284,-1.28889369381017,-0.000382936143586414,-0.524472820931223,-1.16251442423199,2.23632690915527,2.65759840749204,1.60343651774588,1.39952741311661
41,0.354014772610273,0.458364267320838,0.944343439139426,0.955793267860388,0.958453545544141,0.699336653015576,0.970744366248604,0.822896068710058,0.19495824856932,0.765788616075025,0.505327999127718,0.875444334999658,0.265483161724017,0.581358740688302,0.759924301038962,-2.49197045477945,0.629182133660419,1.82764647088125,58.6737980358116,1.84598960920738,50.9800995904673,-0.140957887251955,-0.347945503805919,-0.0483025050858408,-0.657632522317472,-0.94413920095951,5.50177733999863,3.06193264689607,1.5813587406883,1.75992430103896
42,0.812887421447473,0.343269969778911,0.976032102287592,0.236116368538545,0.907797834739865,0.695300606039974,0.578143189928184,0.712070194196111,0.70930205755805,0.753526792342464,0.33024050556651,0.613290493110816,0.203791783687969,0.863253128731002,0.77410321073886,-1.57422515710505,0.571634984889456,1.86884173297387,37.0834910561563,1.78013718516182,50.8590181811992,-0.690599534100543,-0.503101728125444,-0.017441876546517,-0.671120528423289,-1.13673544387684,4.45316197244326,2.81516713475188,1.863253128731,1.77410321073886
43,0.431033823566201,0.555952627566488,0.171289306622154,0.414446183926115,0.697588747299432,0.059946329510926,0.0359781940161871,0.29925306331537,0.369520887856527,0.782484159389821,0.775128812698182,0.715676401541413,0.540755249181762,0.224560844276877,0.462438370305734,-2.3379323528676,0.677976313783244,0.8226760986088,42.4333855177835,1.50686537148926,31.7983898853278,-1.44963052837734,-1.08104571135848,-0.0378287467286084,-0.639267424671197,-0.647358306032,4.86270560616565,4.16302099672705,1.22456084427688,1.46243837030573
44,0.53979800192096,0.503525567072133,0.750634296771294,0.635962288882894,0.207574824372151,0.860960031418906,0.324380056908044,0.62355340385437,0.994941856237439,0.468320280404296,0.874784814120581,0.449097751335707,0.408372634474343,0.124606531041053,0.436144764326358,-2.12040399615808,0.651762783536067,1.57582458580268,49.0788686664868,0.869847271683797,55.8288009425672,-1.04586792032874,-0.627025234603882,-0.000303488625753669,-0.984847691555275,-0.537736704467361,3.79639100534283,3.63349053789737,1.12460653104105,1.43614476432636
45,0.862700691927069,0.533764792512326,0.288047290313678,0.503611123787239,0.248881570814643,0.848609177696519,0.730520821445001,0.7649606404334,0.318419581271863,0.699186223336185,0.716515940166234,0.00392664383165538,0.495273160019734,0.563599825154369,0.769551464990868,-1.47459861614586,0.666882396256163,0.974461477407782,45.1083337136172,0.923546042059036,55.4582753308956,-0.477270849976999,-0.429055103393241,-0.0408948251236882,-0.730895154330196,-0.711832465817143,2.01570657532662,3.98109264007894,1.56359982515437,1.76955146499087
46,0.722253933409229,0.662059358738984,0.568243088038638,0.31760622103295,0.259268880753312,0.949344562617751,0.0666119378994529,0.330542716952506,0.873933543291098,0.198162796105258,0.908102281477147,0.0163540910823892,0.634261043951071,0.657836562333784,0.7149139489769,-1.75549213318154,0.731029679369492,1.33871601445023,39.5281866309885,0.937049544979306,58.4803368785325,-1.40674328694077,-1.03724019626649,-0.00756398740253411,-1.28202092428422,-0.501087490375138,2.06541636432956,4.53704417580428,1.65783656233378,1.7149139489769
47,0.534237021036446,0.958298653474078,0.336433613809602,0.873938562630676,0.734732351833644,0.955455879075453,0.834241793293506,0.43032261080419,0.958515819681032,0.570345615020487,0.448531731445187,0.823635844934421,0.605499025577369,0.151852746239398,0.745412049087851,-2.13152595792711,0.879149326737039,1.03736369795248,56.2181568789203,1.55515205738374,58.6636763722636,-0.332061489389092,-0.897548344874134,-0.00248905081913806,-0.872619823477464,-1.00661509541029,5.29454337973769,4.42199610230947,1.1518527462394,1.74541204908785
48,0.575849575431397,0.602955740743317,0.384817337783209,0.971186107086639,0.0312322909330639,0.924501226092844,0.714526943309077,0.390413503438234,0.83528276720969,0.160395472192982,0.31805281434829,0.941588630325006,0.0646665254957043,0.698884089886366,0.458968606276593,-2.04830084913721,0.701477870371658,1.10026253911817,59.1355832125992,0.640601978212983,57.7350367827853,-0.499662279367292,-0.953421095186472,-0.0098830339674186,-1.32356498058772,-1.15014190421688,5.76635452130002,2.25866610198282,1.69888408988637,1.45896860627659
49,0.389322992146791,0.436495456987526,0.510992669477593,0.588373659575668,0.523678027211223,0.312236975703078,0.849539426917365,0.413762993986874,0.615663330470367,0.352558526713556,0.907510541223145,0.184898300569349,0.987652256924969,0.424972827604196,0.816174107781301,-2.42135401570642,0.618247728493763,1.26429047032087,47.6512097872701,1.28078143537459,39.3671092710923,-0.310644802315688,-0.920731808418377,-0.023060200171778,-1.11218562061509,-0.501738404654541,2.7395932022774,5.95060902769988,1.4249728276042,1.8161741077813
50,0.909312323888453,0.749144216664446,0.218414313932881,0.872924639033309,0.562029752446028,0.765635459778054,0.0501210575313307,0.30128905681024,0.286061285189663,0.71246268042922,0.543844096864884,0.170940746580406,0.159983166207559,0.289523936661271,0.928490383900081,-1.38137535222309,0.774572108332223,0.883938608112745,56.1877391709993,1.33063867817984,52.9690637933416,-1.42983051945614,-1.07819532046566,-0.0428363228886202,-0.716291051527858,-0.901771493448627,2.68376298632162,2.63993266483024,1.28952393666127,1.92849038390008
51,0.0881402578723307,0.420600329104811,0.387131898449113,0.849576626986886,0.0417993111006605,0.663426757418861,0.507266341945933,0.803868230143251,0.436522852640909,0.803185092477749,0.485198210511512,0.462525894620456,0.432819133018764,0.898711272727077,0.657176569954647,-3.02371948425534,0.610300164552406,1.10327146798385,55.4872988096066,0.654339104430859,49.9028027225658,-0.789827121275694,-0.374584477799448,-0.0338086288415454,-0.616496398274476,-0.966281968437337,3.85010357848182,3.73127653207506,1.89871127272708,1.65717656995465
52,0.550194348899182,0.422884093874289,0.529015063099408,0.347463465711878,0.568613762267865,0.36442566756811,0.672702742773884,0.735447144250851,0.489885562284694,0.220823364947767,0.384346875808978,0.24449535131796,0.740243833962362,0.824359204078559,0.356210123515998,-2.09961130220164,0.611442046937145,1.28771958202923,40.4239039713563,1.33919789094822,40.9327700270433,-0.558216160116562,-0.470373998048808,-0.0306068662629183,-1.25709429855746,-1.07721843661012,2.97798140527184,4.96097533584945,1.82435920407856,1.356210123516
